,gfcc1,gfcc2,gfcc3,gfcc4,gfcc5,gfcc6,gfcc7,gfcc8,gfcc9,gfcc10,gfcc11,gfcc12,gfcc13,Species,Id
0,47.153675625462355,3.848334130258239,-3.806659037884845,7.679698384253556,17.367300237878492,-1.1971186612675087,-2.9245836701428045,-1.9328747389466399,7.901616687632772,-3.347252878287692,-2.2555117008805436,-3.090806308410958,0.8816634425229098,coromandelica,10584.wav
1,41.72224162231349,-22.896453302079017,-9.658306262071864,19.626190178646812,-12.967073701751831,-0.44837835495445333,6.615908194562983,-4.2108822629565,-0.43189294479246704,2.833607618836893,-1.8023325606509217,0.26358695534615084,0.046965778310299605,coromandelica,10847.wav
2,121.50457025369809,-35.33210676888092,-52.235449179107356,29.29708037386246,26.91595812245758,-28.258197023867794,11.892919932319623,-6.816926107632201,6.721653683935955,3.0001319492606306,-1.2964337170849547,-12.271391699741839,9.625261019097778,coromandelica,10856.wav
3,41.72224162231349,-22.896453302079017,-9.658306262071864,19.626190178646812,-12.967073701751831,-0.44837835495445333,6.615908194562983,-4.2108822629565,-0.43189294479246704,2.833607618836893,-1.8023325606509217,0.26358695534615084,0.046965778310299605,coromandelica,10874.wav
4,74.22234741196309,-24.29761556024811,3.7580261710828853,11.27171651543695,17.38276847022646,-17.70085656111643,7.1809025441025724,-1.7937681132618033,5.866658938328339,-14.731382739958844,8.224222188160669,-5.27919284349394,-3.7971912843913995,coromandelica,10896.wav
5,52.52099371008193,-36.449393844834226,7.541435316345551,-5.121070613958577,8.619178922187997,-18.148138961512007,12.76424258424588,-0.18150631422234284,-3.986283620626226,0.9055852452418901,3.0788071291270533,-2.457955811570104,-2.489250995327075,coromandelica,10983.wav
6,203.64822992724658,-1.7517913016252917,-77.3521956905721,24.122911775812955,73.0334049706149,-7.9666725930975195,-25.23082486562206,-11.383351412736031,29.575106158098272,0.26760104593585093,-16.15473813009009,-19.356527353884672,11.750054809856305,coromandelica,10986.wav
7,41.72224162231349,-22.896453302079017,-9.658306262071864,19.626190178646812,-12.967073701751831,-0.44837835495445333,6.615908194562983,-4.2108822629565,-0.43189294479246704,2.833607618836893,-1.8023325606509217,0.26358695534615084,0.046965778310299605,coromandelica,11023.wav
8,147.09006226771336,-131.57279007755562,62.55120650964141,-2.294348368651609,-40.732410476959515,53.206278448410444,-55.356567953019216,47.44527765332069,-27.293204949024794,1.9927027607382615,19.74557548805222,-31.272606316947275,31.826862522838734,coromandelica,11079.wav
9,134.36281632959634,-125.5283007615067,63.670017269300196,-6.874149445158917,-35.632857035603415,50.82022920621103,-52.37617810099478,42.437998945428696,-21.418832103308148,-1.9086075664005933,22.163065386199765,-32.71366431048477,32.20335823664946,coromandelica,11173.wav
